F990_TOTAL_ASSETS_RECENT,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_NAME_CURRENT,Total_Assets
3185.012,NH,Grafton County,UPPER VALLEY TEACHER TRAINING PROGRAM INCORPORATED,3.185012
419.438,NH,Rockingham County,NEW HAMPSHIRE EAST YOUTH HOCKEY,0.419438
2603.201,NH,Merrimack County,FIVE RIVERS CONSERVATION TRUST,2.603201
7945.746,NH,Hillsborough County,COURT APPOINTED SPECIAL ADVOCATES OF NEW HAMPSHIRE INC,7.945746
1058.591,NH,Rockingham County,APPLEWOOD LEARNING CENTER INC,1.058591
11809.478,NH,Merrimack County,CONCORD AREA TRUST FOR COMMUNITY HOUSING,11.809478
914.248,NH,Cheshire County,MONTESSORI SCHOOLHOUSE OF CHESHIRE COUNTY INC,0.914248
1102.151,NH,Rockingham County,GREATER DERRY COMMUNITY HEALTH SERVICES INC,1.102151
243.703,NH,Rockingham County,AUBURN CHILDRENS HOUSE A MONTESSORI SCHOOL,0.243703
570.184,NH,Cheshire County,HABITAT FOR HUMANITY INTERNATIONAL INC,0.570184
140.678,NH,Rockingham County,LONDONDERRY FRIENDS OF MUSIC,0.140678
733.09,NH,Rockingham County,CONNECTIONS PEER SUPPORT CENTER,0.73309
12888.057,NH,Grafton County,CROSSROADS ACADEMY,12.888057
3469.141,NH,Carroll County,LOON PRESERVATION COMMITTEE,3.469141
1236.637,NH,Merrimack County,TWIN RIVERS COMMUNITY CORPORATION,1.236637
1242.892,NH,Belknap County,WINNIPESAUKEE SKATING CLUB INC,1.242892
9848.203,NH,Hillsborough County,MANCHESTER NEIGHBORHOOD HOUSING SERVICES INC,9.848203
832.563,NH,Hillsborough County,MANCHESTER HOUSING & REDEVELOPMENT FOUNDATION INC,0.832563
976.934,NH,Merrimack County,LEADERSHIP NEW HAMPSHIRE,0.976934
1101.659,NH,Hillsborough County,MANCHESTER POLICE ATHLETIC LEAGUE INC,1.101659
362.556,NH,Merrimack County,G M I L C S INC,0.362556
508.124,NH,Coos County,ANDROSCOGGIN VALLEY HOME CARE SERVICES,0.508124
351.605,NH,Carroll County,HABITAT FOR HUMANITY INTERNATIONAL INC,0.351605
14340.946,NH,Strafford County,PORTSMOUTH CHRISTIAN ACADEMY,14.340946
56.103,NH,Sullivan County,CINNAMON STREET CHILDCARE CENTER 9,0.056103
1192.956,NH,Carroll County,OSSIPEE CORNERSTONE CHRISTIAN ACADEMY INC,1.192956
17997.679,NH,Rockingham County,ROCKINGHAM ECONOMIC DEVELOPMENT CORPORATION,17.997679
1729.669,NH,Rockingham County,HABITAT FOR HUMANITY INTERNATIONAL INC,1.729669
1603.021,NH,Merrimack County,BELMONT ELDERLY HOUSING INC,1.603021
422.767,NH,Strafford County,TRI-CITY CONSUMERS ACTION CO-OPERATIVE,0.422767
3241.99,NH,Rockingham County,CHARITABLE DIVISION OF THE ROTARY CLUB OF PORTSMOUTH NEW HAMPSHIRE,3.24199
394.114,NH,Sullivan County,STEPPING STONE DROP-IN CENTER,0.394114
1378.222,NH,Grafton County,NEW ENGLAND NORDIC SKI ASSOCIATION,1.378222
191.929,NH,Rockingham County,WINDHAM SOCCER ASSOCIATION INC,0.191929
1077.834,NH,Hillsborough County,SNHS RAYMOND ELDERLY HOUSING INC,1.077834
528.843,NH,Rockingham County,LINKED TOGETHER,0.528843
2072.277,NH,Merrimack County,EPSOM ELDERLY HOUSING INC,2.072277
1326.985,NH,Rockingham County,CHILDHOOD QUALITY MATTERS INC,1.326985
611.434,NH,Hillsborough County,BEDFORD YOUTH PERFORMING CO,0.611434
95.179,NH,Hillsborough County,PRESCHOOL ON THE GREEN INC,0.095179
205.991,NH,Grafton County,WOMENS RURAL ENTREPRENEURIAL NETWORK,0.205991
573.442,NH,Merrimack County,WASHINGTON COURT INC,0.573442
827.939,NH,Hillsborough County,SNHS PITTSBURG ELDERLY HOUSING INC,0.827939
3121.849,ME,York County,SEACOAST WALDORF ASSOCIATION,3.121849
986.468,NH,Rockingham County,KREMPELS CENTER,0.986468
3124.018,NH,Merrimack County,CONCORD HOUSING DEVELOPMENT CORP,3.124018
77.434,NH,Grafton County,CAREERS CLIC,0.077434
1251.354,NH,Hillsborough County,SNHS NORTH BERWICK ELDERLY HOUSING INC,1.251354
1295.106,NH,Hillsborough County,SNHS GREENFIELD ELDERLY HOUSING INC,1.295106
5955.545,NH,Merrimack County,PENACOOK ASSISTED LIVING FACILITY INC,5.955545
555.842,NH,Rockingham County,ARTS IN REACH-ENCOURAGING GROWTH THROUGH THE ARTS,0.555842
1383.709,NH,Carroll County,KINGSWOOD YOUTH CENTER,1.383709
1458.953,NH,Grafton County,MDM OBSERVATORY CONSORTIUM INC,1.458953
1668.286,NH,Sullivan County,DAY ORION INDIVIDUAL TREATMENT INC,1.668286
2701.456,NH,Sullivan County,ORION PREVENTION INFORMATION AND EDUCATION INC,2.701456
176.806,NH,Strafford County,DOVER ROTARY CHARITIES,0.176806
833.992,NH,Merrimack County,NORTHEAST DEAF & HARD HEARING SERVICES INC,0.833992
0,NH,Rockingham County,GREATER DERRY EXTENDED DAY PROGRAM,0
1505.874,NH,Hillsborough County,FRIENDS OF RECOVERY NEW HAMPSHIRE,1.505874
593.729,NH,Hillsborough County,GIRLS AT WORK INC,0.593729
1373.85,NH,Cheshire County,MONADNOCK COLLABORATIVE,1.37385
2614.123,NH,Hillsborough County,SNHS ELDERLY HOUSING IV INC,2.614123
3901.954,AZ,Yuma County,CARPE DIEM COLLEGIATE HIGH SCHOOL,3.901954
194.006,NJ,Hudson County,NORTH HUDSON COMMUNITY ACTION FOUNDATION INC,0.194006
536.506,ME,Cumberland County,MAINE RIVERS,0.536506
10660.875,MD,Washington County,WALNUT STREET COMMUNITY HEALTH CENTER INC,10.660875
426.786,IA,Polk County,JOHNSTON PARTNERSHIP FOR A HEALTHY COMMUNITY INC,0.426786
196.241,MA,Suffolk County,E INC,0.196241
142.98,MI,Ontonagon County,MCMILLAN EDC CORP,0.14298
734.486,PA,Montgomery County,WORLDLINK INTERNATIONAL MINISTRIES,0.734486
160.789,MA,Suffolk County,ALEXS TEAM FOUNDATION INC,0.160789
226.256,CA,Riverside County,PALM SPRINGS MODERN COMMITTE,0.226256
2281.741,NH,Hillsborough County,SNHS NORTHWOOD ELDERLY HOUSING INC,2.281741
331.937,MI,Macomb County,BIG FAMILY OF MICHIGAN INC,0.331937
350.387,MO,St. Charles County,ST LOUIS GIRLS YOUTH HOCKEY ASSOCIATION,0.350387
168.688,MD,Baltimore County,WELL FOR THE JOURNEY INC,0.168688
1292.877,NY,Queens County,ELMHURST MEMORIAL LEAGUE INC,1.292877
51.866,FL,Nassau County,FLORIDA MARINE SCIENCE EDUCATORS ASSOCIATION INC,0.051866
255.354,RI,Washington County,THE EDUCATION EXCHANGE INC,0.255354
5085.3,UT,Salt Lake County,UTAH CLUB SOCCER ASSOCIATION,5.0853
651.24,PA,Clearfield County,LUMBER HERITAGE REGION OF PA INC,0.65124
893.136,IL,Henry County,HENRY COUNTY HOUSING DEVELOPMENT GROUP INC,0.893136
8435.511,CT,Western Connecticut Planning Region,FOOD BANK OF LOWER FAIRFIELD COUNTY INC,8.435511
18744.342,CO,Boulder County,FLAGSTAFF ACADEMY INC,18.744342
8368.568,KS,Sedgwick County,HOLY FAMILY SPECIAL NEEDS FOUNDATION,8.368568
28.384,VA,Hanover County,HANOVER HIGH SCHOOL ATHLETIC BOOSTER CLUB,0.028384
601.672,MN,Stearns County,MINNESOTA REAL ESTATE FOUNDATION,0.601672
560.862,NC,McDowell County,HANKINS NORTHFORK VOLUNTEER FIRE DEPARTMENT,0.560862
650.173,AK,Juneau City and Borough,SALMON CREEK HOUSING INC,0.650173
329.399,MD,Montgomery County,FIBROUS DYSPLASIA FOUNDATION INC,0.329399
212.734,AZ,Yavapai County,VERDE VALLEY CYCLISTS COALITION,0.212734
509.106,PA,Montgomery County,GUANGHUA CHINESE ASSOCIATION INC,0.509106
746.479,AK,Anchorage Municipality,GRAND IGLOO FOUNDATION INC,0.746479
2341.591,CT,South Central Connecticut Planning Region,CONNECTICUT FREEMASONS FOUNDATION INC,2.341591
82.455,PA,Berks County,CHILDRENS ALOPECIA PROJECT,0.082455
51.462,OH,Lorain County,OBERLIN CHORISTERS,0.051462
1593.24,KY,Warren County,SOUTHCENTRAL KENTUCKY COMMUNITY & TECHNICAL COLLEGE FOUNDATION INC,1.59324
59.321,OH,Lake County,SUIT YOURSELF INC,0.059321
845.189,CA,Sacramento County,ON MY OWN COMMUNITY SERVICES,0.845189
244.933,MO,Bates County,THE OPTIMIST FOUNDATION OF ADRIAN MISSOURI INC,0.244933
162.596,OR,Lane County,NEXT GENERATION NEPAL,0.162596
284.251,SC,York County,SWEET REPEAT CHARITABLE FOUNDATION,0.284251
1362.678,FL,Pinellas County,TWIN BROOKS APARTMENTS INC,1.362678
254.37,NH,Strafford County,ROCHESTER ATHLETIC ASSOCIATION,0.25437
7043.592,NH,Carroll County,TAMWORTH FOUNDATION,7.043592
968.088,NH,Merrimack County,CONCORD PUBLIC LIBRARY FOUNDATION OF CONCORD NH,0.968088
809.402,NH,Merrimack County,NAPOLEON B GALE TRUST,0.809402
7596.493,NH,Cheshire County,MONADNOCK REGION HUMANE SOCIETY,7.596493
3512.974,NH,Hillsborough County,ELLIOT HOSPITAL ASSOCIATES,3.512974
263.037,NH,Strafford County,GARRISON PLAYERS INC,0.263037
847.686,NH,Coos County,RANDOLPH FOUNDATION,0.847686
3147.435,NH,Grafton County,HANOVER CONSERVANCY,3.147435
125.455,NH,Rockingham County,HAMPTON YOUTH ASSOCIATION INCORPORATED,0.125455
455.227,NH,Rockingham County,HAMPTON HISTORICAL SOCIETY,0.455227
3002.796,RI,Providence County,LEON M & HAZEL E FITCH TRUST FBO ELLIOT HOSPITAL 3035010323,3.002796
4049.157,NH,Grafton County,AMMONOOSUC CONSERVATION TR,4.049157
45.137,MA,Hampshire County,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,0.045137
7340.324,VT,Washington County,ALDRICH PUBLIC LIBRARY,7.340324
65055.406,VT,Windham County,NEW ENGLAND KURN HATTIN HOMES,65.055406
1309.979,VT,Windsor County,TRUSTEES OF THE GILL ODD FELLOWS HOME OF VERMONT THE,1.309979
7538.885,VT,Washington County,KELLOGG HUBBARD LIBRARY,7.538885
1136.361,VT,Bennington County,BENNINGTON FREE LIBRARY,1.136361
70804.558,VT,Caledonia County,ST JOHNSBURY ACADEMY,70.804558
26063.741,VT,Caledonia County,LYNDON INSTITUTE,26.063741
969.737,VT,Orleans County,GREENSBORO HOSPITAL ASSOCIATION INC,0.969737
2170.561,VT,Orange County,VERMONT EASTERN STAR HOME INC,2.170561
9561.73,VT,Bennington County,MARK SKINNER LIBRARY,9.56173
560.258,VT,Chittenden County,CARPENTER-CARSE LIBRARY,0.560258
852.923,VT,Franklin County,KINGS DAUGHTERS HOME INC,0.852923
313.308,VT,Chittenden County,SHELBURNE NURSERY SCHOOL,0.313308
738.765,VT,Washington County,VERMONT SCHOOL BOARDS ASSOCIATION,0.738765
2330.86,VT,Washington County,CENTRAL VERMONT HUMANE SOCIETY INC,2.33086
1118.317,VT,Bennington County,PARK MCCULLOUGH HOUSE ASSOC INC,1.118317
807.417,VT,Caledonia County,THE FOLD INC,0.807417
368.694,VT,Bennington County,BROMLEY OUTING CLUB INC,0.368694
1105.466,VT,Chittenden County,CHILD AND ADOLESCENT PSYCHOLOGY TRAINING & RESEARCH INC,1.105466
9255.772,VT,Windham County,HILLTOP MONTESSORI SCHOOL INC,9.255772
1099.115,VT,Windsor County,NORWICH PUBLIC LIBRARY ASSOCIATION,1.099115
8646.681,VT,Windsor County,VERMONT INSTITUTE OF NATURAL SCIENCE INC,8.646681
525.947,VT,Windsor County,PENTANGLE,0.525947
1684.552,VT,Washington County,CENTRAL VERMONT ADULT BASIC EDUCATION INC,1.684552
485.894,VT,Chittenden County,VERMONT PSYCHOLOGICAL SERVICES LEITENBERG CENTER FOR EVIDENCE,0.485894
221.974,VT,Orange County,GIFFORD MEDICAL CENTER AUXILIARY INC,0.221974
1655.944,VT,Windsor County,NORWICH HOUSING CORP,1.655944
1099.347,NC,Chatham County,THE LIVESTOCK CONSERVANCY INC,1.099347
472.607,VT,Windham County,WEST RIVER MONTESSORI SCHOOL,0.472607
580.542,VT,Franklin County,FRANKLIN COUNTY HUMANE SOCIETY INC,0.580542
198.534,VT,Addison County,ADDISON COUNTY COURT DIVERSION & COMMUNITY JUSTICE PROJECTS INC,0.198534
10920.845,VT,Windsor County,UPPER VALLEY HAVEN INC,10.920845
836.915,VT,Washington County,MAD RIVER VALLEY HEALTH CENTER INC,0.836915
3478.126,VT,Addison County,PARENT - CHILD CENTER INC,3.478126
7058.83,VT,Addison County,ELDERLY SERVICES INC,7.05883
256.685,VT,Orange County,ORANGE COUNTY DIVERSION PROGRAM,0.256685
3099.894,VT,Caledonia County,RIVERSIDE SCHOOL INC,3.099894
49912.344,VT,Washington County,ASPIRE LIVING & LEARNING INC,49.912344
3153.408,VT,Washington County,VERMONT BAR FOUNDATION,3.153408
12910.73,VT,Rutland County,REGIONAL AMBULANCE SERVICE INC,12.91073
851.222,VT,Windham County,PUTNEY HISTORICAL SOCIETY INC,0.851222
659.976,VT,Chittenden County,CHILD CARE RESOURCE,0.659976
1226.29,VT,Addison County,LINCOLN LIBRARY INC,1.22629
575.983,VT,Windham County,BELLOWS FALLS AREA SENIOR CENTER INC,0.575983
232.349,VT,Windsor County,MAGIC MOUNTAIN CHILDRENS CENTER INC,0.232349
1286.376,VT,Washington County,BERLIN VOLUNTEER FIRE DEPARTMENT,1.286376
1114.794,VT,Washington County,BARRE YOUTH SPORTS ASSOCIATION INC,1.114794
802.074,VT,Windham County,BRATTLEBORO COMMUNITY TELEVISION INC,0.802074
35.57,VT,Addison County,NEAT REPEATS RESALE SHOP INC,0.03557
692.562,VT,Orange County,RANDOLPH AREA FOOD SHELF,0.692562
1480.337,VT,Washington County,ORCHARD VALLEY WALDORF SCHOOL,1.480337
850.598,VT,Washington County,CIRCLE INC,0.850598
3245.17,VT,Windham County,LANDMARK TRUST USA INC,3.24517
869.526,VT,Bennington County,HILAND HALL SCHOOL,0.869526
633.081,VT,Orange County,SAFELINE INC,0.633081
1402.451,VT,Windsor County,OKEMO TUTORIAL PROGRAM INC,1.402451
758.904,VT,Grand Isle County,GRAND ISLE RESCUE INC,0.758904
622.047,VT,Rutland County,RUTLAND AREA CHRISTIAN SCHOOL,0.622047
161.736,VT,Chittenden County,CSB YOUTH HOCKEY ASSOCIATION INC,0.161736
1614.229,VT,Washington County,ROTARY CLUB OF MONTPELIER CHARITABLE FOUNDATION INC,1.614229
401.128,VT,Franklin County,NORTHWEST UNIT FOR SPECIAL INVESTIGATIONS INC,0.401128
293.415,VT,Chittenden County,NORDIC SPIRIT SOCCER CLUB INC,0.293415
110.098,VT,Windham County,SOUL SUPPORT SYSTEMS INC,0.110098
2789.125,NH,Grafton County,UPPER VALLEY MUSIC CENTER INC,2.789125
390.889,VT,Orleans County,GREENSBORO COMMUNITY CHILDCARE CENTER,0.390889
706.243,VT,Orleans County,UNITED CHRISTIAN ACADEMY,0.706243
1969.724,VT,Windsor County,GOOD NEIGHBOR HEALTH CLINIC INC,1.969724
21107.945,VT,Chittenden County,LEAHY CENTER FOR LAKE CHAMPLAIN INC,21.107945
528.62,VT,Washington County,FRIENDS OF THE MAD RIVER,0.52862
24.87,VT,Addison County,VERMONT PARENT CHILD CENTER NETWORK,0.02487
703.854,NH,Grafton County,MONTESSORI SCHOOL IN NORWICH,0.703854
3303.123,VT,Rutland County,WEST RUTLAND HIGH SCHOOL FOUNDATION INC,3.303123
1391.572,VT,Chittenden County,COCHRANS SKI AREA INC,1.391572
321.793,VT,Addison County,AURORA SCHOOL,0.321793
323.149,VT,Orange County,HAVE JUSTICE-WILL TRAVEL INC,0.323149
880.002,VT,Windsor County,UNION ARENA INC,0.880002
466.595,VT,Windsor County,SPRINGFIELD AREA PUBLIC ACCESS TELEVISION,0.466595
198.357,VT,Essex County,BRIGHTON SNOWMOBILE CLUB,0.198357
1624.081,VT,Franklin County,CAREPARTNERS ADULT DAY CENTER INC,1.624081
1382.356,NH,Hillsborough County,RED LION INN INC,1.382356
21466.171,VT,Chittenden County,VERMONT STUDENT DEVELOPMENT FUND INC,21.466171
1111.387,VT,Chittenden County,JERI HILL HOUSING CORPORATION,1.111387
1178.774,VT,Windham County,NORTHEAST RECYCLING COUNCIL,1.178774
76.252,VT,Washington County,PTA VERMONT CONGRESS,0.076252
345.947,VT,Windsor County,OKEMO VALLEY TV CORP,0.345947
271.107,VT,Windsor County,SOUTH ROYALTON SCHOOL-BASE HEALTH CLINC INC,0.271107
49.738,VT,Chittenden County,ESSEX CHIPS INC,0.049738
1768.218,VT,Rutland County,KILLINGTON SKI CLUB INC,1.768218
15688.348,NY,Erie County,BRISTOL VILLAGE INC,15.688348
1619.951,OH,Franklin County,NATIONAL CHURCH RESIDENCES OF,1.619951
547.006,FL,Leon County,GIBB SPRINGFIELD VILLAGE INC,0.547006
18648.394,TX,Anderson County,CARTMELL FOUNDATION INC,18.648394
3765.723,CA,Santa Clara County,ST JOSEPHS FAMILY CENTER,3.765723
94.258,CA,Los Angeles County,BRIDGES TO THE NATIONS,0.094258
1680.224,CA,Los Angeles County,DANIEL PEARL FOUNDATION,1.680224
1017.032,NJ,Mercer County,PRINCETON WOMENS CULTURAL CENTER INC,1.017032
1568.974,OK,Tulsa County,ETON HOME CARE INC,1.568974
4985.138,KY,Franklin County,SAVE THE GRAND THEATRE INC,4.985138
63.498,SC,Cherokee County,PALMETTO CHRISTIAN ACADEMY OF GAFFN,0.063498
448.952,NY,Nassau County,ELIJA FOUNDATION INC,0.448952
406.053,VA,Henrico County,CHARACTERWORKS INC,0.406053
625.041,MD,Frederick County,WETZEL HOMES INC,0.625041
36.492,NY,Ulster County,TIBET AID,0.036492
916.789,NJ,Mercer County,NEW JERSEY STATE FRATERNAL ORDER OF POLICE FOUNDATION INC,0.916789
231.141,MA,Middlesex County,WILLIAMS AFTER SCHOOL CLUB INC,0.231141
360.761,IL,Fayette County,LIGHTHOUSE PREGNANCY CENTER NFP,0.360761
271.466,PA,Montgomery County,AIR RACE CLASSIC INC,0.271466
1895.423,PA,Philadelphia County,PHILADELPHIA BUDDHIST LIGHT TEMPLE INC,1.895423
14774.743,NC,Mecklenburg County,CLASSROOM CENTRAL INC,14.774743
613.222,NC,Hoke County,RAEFORD-HOKE MUSEUM INC,0.613222
602.058,CA,San Diego County,WESTVIEW FOUNDATION,0.602058
1925.418,CA,San Mateo County,FRIENDS OF HUDDART & WUNDERLICH PARKS,1.925418
1767.971,RI,Providence County,NEW ENGLAND LABORERS APPRENTICESHIP ADVANCEMENT FUND,1.767971
231.527,OH,Cuyahoga County,BRECKSVILLE-BROADVIEW HEIGHTS PARENT SCHOOL ORGANIZATION,0.231527
292.215,LA,East Baton Rouge Parish,BATON ROUGE SYMPHONY LEAGUE INC,0.292215
6403.343,NC,Rockingham County,ST FRANCIS SPRINGS PRAYER CENTER INC,6.403343
4641.447,MN,Carver County,SHIRDI SAIBABA PRAY CENTER INC,4.641447
669.224,VA,Charlottesville city,DOGS DESERVE BETTER INC,0.669224
38.341,MA,Middlesex County,INDEPENDENT FILM SOCIETY OF BOSTON INC,0.038341
1550.183,CA,Santa Clara County,MYELIN REPAIR FOUNDATION INC,1.550183
3841.002,MA,Middlesex County,COMMON GROUND DEVELOPMENT CORPORATION,3.841002
13063.985,NY,New York County,CRISTO REY NEW YORK HIGH SCHOOL,13.063985
41.491,MD,Montgomery County,WASHINGTON YOUTH FOUNDATION,0.041491
170.478,MA,Middlesex County,LEADERSHIP CONNECTION INC,0.170478
96.667,FL,Sarasota County,SARASOTA HIGH SCHOOL MIGHTY SAILOR BAND BOOSTERS INC,0.096667
6122.76,PA,Montgomery County,ADAGP CHARITABLE FOUNDATION,6.12276
647.078,SC,Marion County,MARION-DILLON-FLORENCE CDC INC,0.647078
777.007,SC,Richland County,LANCASTER LANDING INC,0.777007
0,NY,New York County,URBAN BALLET THEATER INC,0
6.312,CA,San Mateo County,MANDARIN BUSINESS ASSOCIATION,0.006312
23.848,VA,Hanover County,HANOVER HIGH SCHOOL BAND BOOSTERS,0.023848
1187.099,RI,Providence County,MALM MANOR INC,1.187099
122.369,MD,Baltimore city,AUDREY HERMAN SPOTLIGHTERS THEATRE INC,0.122369
8043.485,NY,Queens County,INTERNATIONALS NETWORK FOR PUBLIC SCHOOLS INC,8.043485
1117.988,PA,Mercer County,SHEAKLEYVILLE COMMUNITY VOLUNTEER FIRE DEPARTMENT,1.117988
3641.383,FL,Pasco County,ESTHERS SCHOOL INC,3.641383
152.184,NJ,Union County,LCJSMS PARENT TEACHER ORGANIZATION INC,0.152184
327.937,CT,Northwest Hills Planning Region,FAMILY STRIDES INC,0.327937
254.928,NY,Orange County,LOCAL 417 SCHOLARSHIP FUND,0.254928
172.789,NY,Westchester County,HARRISON YOUTH SOCCER CLUB INC,0.172789
348.938,TN,Madison County,GENESIS COMMUNITY DEVELOPMENT CORP,0.348938
145.23,NC,Wake County,PANTHER CREEK BAND BOOSTERS,0.14523
2064.714,PA,Bucks County,BUCKS COUNTY CHILDRENS MUSEUM,2.064714
12866.425,VT,Chittenden County,VERMONT ASSOCIATION FOR THE BLIND AND VISUALLY IMPAIRED INC,12.866425
245.389,DE,New Castle County,F JOHSON TUA FBO CHURCH & DIOCESE 43V111019,0.245389
111.988,DE,New Castle County,FREMONT HUNTER TUW FBO ALA AND TRUDEAU INST,0.111988
521.708,DE,New Castle County,PROCTOR R TR FBO SCHOOL DISTRICT 31V122011,0.521708
462.427,DE,New Castle County,PROCTOR TR FBO SCHOOL AND CHURCH 31V123019,0.462427
331.56,DE,New Castle County,M PROCTOR TUW FBO SCHOOL DISTRICT,0.33156
197.436,DE,New Castle County,M PROCTOR TUW FBO SCHOOL AND CHURCH,0.197436
784.856,VT,Caledonia County,PEACHAM LIBRARY,0.784856
1082.941,VT,Washington County,VERMONT PRINCIPALS ASSOCIATION INC,1.082941
207.359,NH,Rockingham County,COUNCIL OF NEW ENGLAND SECONDARY SCHOOL PRINCIPALS ASSOCIATIONS INC,0.207359
676.715,VT,Orleans County,GREEN MOUNTAIN AUDUBON SOCIETY INC,0.676715
1531.736,VT,Windham County,GUILFORD VOLUNTEER FIRE DEPARTMENT INC,1.531736
609.874,VT,Windsor County,BARRISTERS BOOK SHOP,0.609874
903.361,DE,New Castle County,HARRY R SHERIDAN MEMORIAL SCHOLARSHIP TRUST U W,0.903361
678.733,DE,New Castle County,MAX Y SEATON MEMORIAL TR UA,0.678733
247.433,MA,Franklin County,GREENFIELD HEALTH CAMP INC,0.247433
5422.095,MA,Middlesex County,NEW ENGLAND WATER WORKS ASSOCIATION INC,5.422095
1533.314,MA,Middlesex County,EDUCATION FUND OF THE ORDER OF THE EASTERN STAR OF MASS,1.533314
109007.562,MA,Hampshire County,WILLISTON NORTHAMPTON SCHOOL,109.007562
48152.955,MA,Middlesex County,NEW ENGLAND FORESTRY FOUNDATION INC,48.152955
6716.773,MA,Berkshire County,BERKSHIRE COUNTRY DAY SCHOOL INC,6.716773
7062.11,MA,Suffolk County,MODERN SCHOOL OF FASHION AND DESIGN INC,7.06211
58490.81,MA,Essex County,CENTRAL CATHOLIC HIGH SCHOOL INC,58.49081
2571.423,MA,Middlesex County,AMERICAN CAMPING ASSOCIATION INC NEW ENGLAND SECTION,2.571423
1007.406,MA,Essex County,MARBLEHEAD ARTS ASSOCIATION,1.007406
43527.347,MA,Middlesex County,MASSACHUSETTS SOCIETY FOR THE PREVENTION OF CRUELTY TO CHILDREN,43.527347
118976.902,MA,Middlesex County,SHADY HILL SCHOOL,118.976902
36769.838,MA,Suffolk County,AMERICAN CONGREGATIONAL ASSOCIATION,36.769838
8349.011,MA,Hampden County,BOYS & GIRLS CLUB OF GREATER HOLYOKE INC,8.349011
5705.954,MA,Nantucket County,HOMESTEAD INC OF NANTUCKET,5.705954
548.733,MA,Essex County,THE SOCIETY OF ARTS AND CRAFTS,0.548733
87400.346,MA,Norfolk County,BEAVER COUNTRY DAY SCHOOL INC,87.400346
12857.104,MA,Essex County,CHILDRENS CENTER FOR COMMUNICATION INC,12.857104
9199.781,MA,Norfolk County,BROOKLINE COMMUNITY FOUNDATION INC,9.199781
33706.685,MA,Middlesex County,NASHOBA BROOKS SCHOOL OF CONCORD,33.706685
119267.019,MA,Norfolk County,DEXTER SOUTHFIELD INC,119.267019
1909.174,MA,Middlesex County,EASTERN STAR OF MASSACHUSETTS CHARITABLE FOUNDATION INC,1.909174
4181.126,MA,Worcester County,FRIENDLY HOUSE INC,4.181126
841.625,MA,Franklin County,THE LEARNING KNOLL INC,0.841625
5708.926,MA,Essex County,GIRLS INCORPORATED OF LYNN,5.708926
0,MA,Middlesex County,DOUGLAS A THOM CLINIC INC,0
9691.316,MA,Suffolk County,HARVARD VARSITY CLUB INC,9.691316
3447.437,MA,Suffolk County,JUNIOR LEAGUE OF BOSTON INCORPORATED,3.447437
14199.756,MA,Essex County,LAWRENCE BOYS CLUB & GIRLS CLUB INC,14.199756
1407.414,MA,Middlesex County,LOWELL DAY NURSERY ASSOCIATION INC,1.407414
109512.086,MA,Middlesex County,REGIS COLLEGE,109.512086
9847.154,MA,Suffolk County,NATIONAL BRAILLE PRESS INC,9.847154
6990.22,MA,Bristol County,YWCA OF SOUTHEASTERN MASSACHUETTS,6.99022
3400.201,MA,Middlesex County,NEW ENGLAND SCHOOL DEVELOPMENT COUNCIL INC,3.400201
4688.013,MA,Middlesex County,ANDOVER NEWTON THEOLOGICAL SCHOOL,4.688013
3251.806,MA,Suffolk County,SOUTH BOSTON NEIGHBORHOOD HOUSE INC,3.251806
